line,stop,borough,structure,gtfs_latitude,gtfs_longitude,north_direction_label,south_direction_label
3,Kingston Av,Bk,Subway,40.669399,-73.942161,Manhattan,New Lots
3 4,Crown Hts - Utica Av,Bk,Subway,40.668897,-73.932942,Manhattan,New Lots
3,Sutter Av - Rutland Rd,Bk,Elevated,40.664717,-73.92261,Manhattan,New Lots
3,Saratoga Av,Bk,Elevated,40.661453,-73.916327,Manhattan,New Lots
3,Rockaway Av,Bk,Elevated,40.662549,-73.908946,Manhattan,New Lots
3,Junius St,Bk,Elevated,40.663515,-73.902447,Manhattan,New Lots
3,Pennsylvania Av,Bk,Elevated,40.664635,-73.894895,Manhattan,New Lots
3,Van Siclen Av,Bk,Elevated,40.665449,-73.889395,Manhattan,New Lots
3,New Lots Av,Bk,Elevated,40.666235,-73.884079,Manhattan,
2 5,President St,Bk,Subway,40.667883,-73.950683,Manhattan,Flatbush
2 5,Sterling St,Bk,Subway,40.662742,-73.95085,Manhattan,Flatbush
2 5,Winthrop St,Bk,Subway,40.656652,-73.9502,Manhattan,Flatbush
2 5,Church Av,Bk,Subway,40.650843,-73.949575,Manhattan,Flatbush
2 5,Beverly Rd,Bk,Subway,40.645098,-73.948959,Manhattan,Flatbush
2 5,Newkirk Av,Bk,Subway,40.639967,-73.948411,Manhattan,Flatbush
2 5,Flatbush Av - Brooklyn College,Bk,Subway,40.632836,-73.947642,Manhattan,
6,Pelham Bay Park,Bx,Elevated,40.852462,-73.828121,,Manhattan
6,Buhre Av,Bx,Elevated,40.84681,-73.832569,Pelham Bay Park,Manhattan
6,Middletown Rd,Bx,Elevated,40.843863,-73.836322,Pelham Bay Park,Manhattan
6,Westchester Sq - E Tremont Av,Bx,Elevated,40.839892,-73.842952,Pelham Bay Park,Manhattan
6,Zerega Av,Bx,Elevated,40.836488,-73.847036,Pelham Bay Park,Manhattan
6,Castle Hill Av,Bx,Elevated,40.834255,-73.851222,Pelham Bay Park,Manhattan
6,Parkchester,Bx,Elevated,40.833226,-73.860816,Pelham Bay Park,Manhattan
6,St Lawrence Av,Bx,Elevated,40.831509,-73.867618,Pelham Bay Park,Manhattan
6,Morrison Av- Sound View,Bx,Elevated,40.829521,-73.874516,Pelham Bay Park,Manhattan
6,Elder Av,Bx,Elevated,40.828584,-73.879159,Pelham Bay Park,Manhattan
6,Whitlock Av,Bx,Elevated,40.826525,-73.886283,Pelham Bay Park,Manhattan
6,Hunts Point Av,Bx,Subway,40.820948,-73.890549,Pelham Bay Park,Manhattan
6,Longwood Av,Bx,Subway,40.816104,-73.896435,Pelham Bay Park,Manhattan
6,E 149 St,Bx,Subway,40.812118,-73.904098,Pelham Bay Park,Manhattan
6,E 143 St - St Mary's St,Bx,Subway,40.808719,-73.907657,Pelham Bay Park,Manhattan
6,Cypress Av,Bx,Subway,40.805368,-73.914042,Pelham Bay Park,Manhattan
6,Brook Av,Bx,Subway,40.807566,-73.91924,Pelham Bay Park,Manhattan
6,3 Av - 138 St,Bx,Subway,40.810476,-73.926138,Pelham Bay Park,Manhattan
4,Woodlawn,Bx,Elevated,40.886037,-73.878751,,Manhattan
4,Mosholu Pkwy,Bx,Elevated,40.87975,-73.884655,Woodlawn,Manhattan
4,Bedford Park Blvd - Lehman College,Bx,Elevated,40.873412,-73.890064,Woodlawn,Manhattan
4,Kingsbridge Rd,Bx,Elevated,40.86776,-73.897174,Woodlawn,Manhattan
4,Fordham Rd,Bx,Elevated,40.862803,-73.901034,Woodlawn,Manhattan
4,183 St,Bx,Elevated,40.858407,-73.903879,Woodlawn,Manhattan
4,Burnside Av,Bx,Elevated,40.853453,-73.907684,Woodlawn,Manhattan
4,176 St,Bx,Elevated,40.84848,-73.911794,Woodlawn,Manhattan
4,Mt Eden Av,Bx,Elevated,40.844434,-73.914685,Woodlawn,Manhattan
4,170 St,Bx,Elevated,40.840075,-73.917791,Woodlawn,Manhattan
4,167 St,Bx,Elevated,40.835537,-73.9214,Woodlawn,Manhattan
4,161 St - Yankee Stadium,Bx,Elevated,40.827994,-73.925831,Woodlawn,Manhattan
4,149 St - Grand Concourse,Bx,Subway,40.818375,-73.927351,Woodlawn,Manhattan
4 5,138 St - Grand Concourse,Bx,Subway,40.813224,-73.929849,Woodlawn - Eastchester Dyre Av,Manhattan
4 5 6,125 St,M,Subway,40.804138,-73.937594,The Bronx,Downtown & Brooklyn
6,116 St,M,Subway,40.798629,-73.941617,Uptown & The Bronx,Downtown
6,110 St,M,Subway,40.79502,-73.94425,Uptown & The Bronx,Downtown
6,103 St,M,Subway,40.7906,-73.947478,Uptown & The Bronx,Downtown
6,96 St,M,Subway,40.785672,-73.95107,Uptown & The Bronx,Downtown
4 5 6,86 St,M,Subway,40.779492,-73.955589,Uptown & The Bronx,Downtown & Brooklyn
6,77 St,M,Subway,40.77362,-73.959874,Uptown & The Bronx,Downtown
6,68 St - Hunter College,M,Subway,40.768141,-73.96387,Uptown & The Bronx,Downtown
4 5 6,59 St,M,Subway,40.762526,-73.967967,Uptown & The Bronx,Downtown & Brooklyn
6,51 St,M,Subway,40.757107,-73.97192,Uptown & The Bronx,Downtown
4 5 6,Grand Central - 42 St,M,Subway,40.751776,-73.976848,Uptown & The Bronx,Downtown & Brooklyn
6,33 St,M,Subway,40.746081,-73.982076,Uptown & The Bronx,Downtown
6,28 St,M,Subway,40.74307,-73.984264,Uptown & The Bronx,Downtown
6,23 St,M,Subway,40.739864,-73.986599,Uptown & The Bronx,Downtown
4 5 6,14 St - Union Sq,M,Subway,40.734673,-73.989951,Uptown & The Bronx,Downtown & Brooklyn
6,Astor Pl,M,Subway,40.730054,-73.99107,Uptown & The Bronx,Downtown
6,Bleecker St,M,Subway,40.725915,-73.994659,Uptown & The Bronx,Downtown
6,Spring St,M,Subway,40.722301,-73.997141,Uptown & The Bronx,Downtown
6,Canal St,M,Subway,40.718803,-74.000193,Uptown & The Bronx,Downtown
4 5 6,Brooklyn Bridge - City Hall,M,Subway,40.713065,-74.004131,Uptown & The Bronx,Downtown & Brooklyn
4 5,Fulton St,M,Subway,40.710368,-74.009509,Uptown & The Bronx,Downtown & Brooklyn
4 5,Wall St,M,Subway,40.707557,-74.011862,Uptown & The Bronx,Downtown & Brooklyn
4 5,Bowling Green,M,Subway,40.704817,-74.014065,Uptown & The Bronx,Brooklyn
4 5,Borough Hall,Bk,Subway,40.692404,-73.990151,Manhattan,Flatbush - Utica
2,Wakefield - 241 St,Bx,Elevated,40.903125,-73.85062,,Manhattan
2 5,Nereid Av,Bx,Elevated,40.898379,-73.854376,Wakefield - 241 St,Manhattan
2 5,233 St,Bx,Elevated,40.893193,-73.857473,Wakefield - 241 St,Manhattan
2 5,225 St,Bx,Elevated,40.888022,-73.860341,Wakefield - 241 St,Manhattan
2 5,219 St,Bx,Elevated,40.883895,-73.862633,Wakefield - 241 St,Manhattan
2 5,Gun Hill Rd,Bx,Elevated,40.87785,-73.866256,Wakefield - 241 St,Manhattan
2 5,Burke Av,Bx,Elevated,40.871356,-73.867164,Wakefield - 241 St,Manhattan
2 5,Allerton Av,Bx,Elevated,40.865462,-73.867352,Wakefield - 241 St,Manhattan
2 5,Pelham Pkwy,Bx,Elevated,40.857192,-73.867615,Wakefield - 241 St,Manhattan
2 5,Bronx Park East,Bx,Elevated,40.848828,-73.868457,Wakefield - 241 St,Manhattan
2 5,E 180 St,Bx,Elevated,40.841894,-73.873488,Wakefield - Eastchester,Manhattan
2 5,West Farms Sq - E Tremont Av,Bx,Elevated,40.840295,-73.880049,Wakefield - Eastchester,Manhattan
2 5,174 St,Bx,Elevated,40.837288,-73.887734,Wakefield - Eastchester,Manhattan
2 5,Freeman St,Bx,Elevated,40.829993,-73.891865,Wakefield - Eastchester,Manhattan
2 5,Simpson St,Bx,Elevated,40.824073,-73.893064,Wakefield - Eastchester,Manhattan
2 5,Intervale Av,Bx,Elevated,40.822181,-73.896736,Wakefield - Eastchester,Manhattan
2 5,Prospect Av,Bx,Elevated,40.819585,-73.90177,Wakefield - Eastchester,Manhattan
2 5,Jackson Av,Bx,Elevated,40.81649,-73.907807,Wakefield - Eastchester,Manhattan
2 5,3 Av - 149 St,Bx,Subway,40.816109,-73.917757,Wakefield - Eastchester,Manhattan
2 5,149 St - Grand Concourse,Bx,Subway,40.81841,-73.926718,Wakefield - Eastchester,Manhattan
3,Harlem - 148 St,M,Subway,40.82388,-73.93647,,Downtown & Brooklyn
3,145 St,M,Subway,40.820421,-73.936245,148 St,Downtown & Brooklyn
2 3,135 St,M,Subway,40.814229,-73.94077,Uptown & The Bronx,Downtown & Brooklyn
2 3,125 St,M,Subway,40.807754,-73.945495,Uptown & The Bronx,Downtown & Brooklyn
2 3,116 St,M,Subway,40.802098,-73.949625,Uptown & The Bronx,Downtown & Brooklyn
2 3,Central Park North (110 St),M,Subway,40.799075,-73.951822,Uptown & The Bronx,Downtown & Brooklyn
5,Eastchester - Dyre Av,Bx,At Grade,40.8883,-73.830834,,Manhattan
5,Baychester Av,Bx,Open Cut,40.878663,-73.838591,Eastchester - Dyre Av,Manhattan
5,Gun Hill Rd,Bx,Open Cut,40.869526,-73.846384,Eastchester - Dyre Av,Manhattan
5,Pelham Pkwy,Bx,Open Cut,40.858985,-73.855359,Eastchester - Dyre Av,Manhattan
5,Morris Park,Bx,Open Cut,40.854364,-73.860495,Eastchester - Dyre Av,Manhattan
7,Flushing - Main St,Q,Subway,40.7596,-73.83003,,Manhattan
7,Mets - Willets Point,Q,Elevated,40.754622,-73.845625,Flushing,Manhattan
7,111 St,Q,Elevated,40.75173,-73.855334,Flushing,Manhattan
7,103 St - Corona Plaza,Q,Elevated,40.749865,-73.8627,Flushing,Manhattan
7,Junction Blvd,Q,Elevated,40.749145,-73.869527,Flushing,Manhattan
7,90 St - Elmhurst Av,Q,Elevated,40.748408,-73.876613,Flushing,Manhattan
7,82 St - Jackson Hts,Q,Elevated,40.747659,-73.883697,Flushing,Manhattan
7,74 St - Broadway,Q,Elevated,40.746848,-73.891394,Flushing,Manhattan
7,69 St,Q,Elevated,40.746325,-73.896403,Flushing,Manhattan
7,Woodside - 61 St,Q,Elevated,40.74563,-73.902984,Flushing,Manhattan
7,52 St,Q,Elevated,40.744149,-73.912549,Flushing,Manhattan
7,46 St,Q,Elevated,40.743132,-73.918435,Flushing,Manhattan
7,40 St,Q,Elevated,40.743781,-73.924016,Flushing,Manhattan
7,33 St,Q,Elevated,40.744587,-73.930997,Flushing,Manhattan
7,Queensboro Plaza,Q,Elevated,40.750582,-73.940202,Astoria - Flushing,Manhattan
N W,Queensboro Plaza,Q,Elevated,40.750582,-73.940202,Astoria - Flushing,Manhattan
7,Court Sq,Q,Elevated,40.747023,-73.945264,Flushing,Manhattan
7,Hunters Point Av,Q,Subway,40.742216,-73.948916,Flushing,Manhattan
7,Vernon Blvd - Jackson Av,Q,Subway,40.742626,-73.953581,Flushing,Manhattan
7,Grand Central - 42 St,M,Subway,40.751431,-73.976041,Queens,34 St - Hudson Yards
7,5 Av,M,Subway,40.753821,-73.981963,Queens,34 St - Hudson Yards
7,Times Sq - 42 St,M,Subway,40.755477,-73.987691,Queens,34 St - Hudson Yards
S,Times Sq - 42 St,M,Subway,40.755983,-73.986229,,Grand Central
S,Grand Central - 42 St,M,Subway,40.752769,-73.979189,Times Sq,
7,34 St - 11 Av,M,Subway,40.755882,-74.00191,Queens,
Q,96 St,M,Subway,40.784318,-73.947152,,Downtown & Brooklyn
Q,86 St,M,Subway,40.777891,-73.951787,Uptown,Downtown & Brooklyn
Q,72 St,M,Subway,40.768799,-73.958424,Uptown,Downtown & Brooklyn
SIR,St George,SI,Open Cut,40.643748,-74.073643,,Tottenville
SIR,Tompkinsville,SI,At Grade,40.636949,-74.074835,St George,Tottenville
SIR,Stapleton,SI,Elevated,40.627915,-74.075162,St George,Tottenville
SIR,Clifton,SI,Elevated,40.621319,-74.071402,St George,Tottenville
SIR,Grasmere,SI,Open Cut,40.603117,-74.084087,St George,Tottenville
SIR,Old Town,SI,Embankment,40.596612,-74.087368,St George,Tottenville
SIR,Dongan Hills,SI,Embankment,40.588849,-74.09609,St George,Tottenville
SIR,Jefferson Av,SI,Embankment,40.583591,-74.103338,St George,Tottenville
SIR,Grant City,SI,Open Cut,40.578965,-74.109704,St George,Tottenville
SIR,New Dorp,SI,Open Cut,40.57348,-74.11721,St George,Tottenville
SIR,Oakwood Heights,SI,Open Cut,40.56511,-74.12632,St George,Tottenville
SIR,Bay Terrace,SI,Embankment,40.5564,-74.136907,St George,Tottenville
SIR,Great Kills,SI,Open Cut,40.551231,-74.151399,St George,Tottenville
SIR,Eltingville,SI,Embankment,40.544601,-74.16457,St George,Tottenville
SIR,Annadale,SI,Open Cut,40.54046,-74.178217,St George,Tottenville
SIR,Huguenot,SI,Open Cut,40.533674,-74.191794,St George,Tottenville
SIR,Prince's Bay,SI,Open Cut,40.525507,-74.200064,St George,Tottenville
SIR,Pleasant Plains,SI,Embankment,40.52241,-74.217847,St George,Tottenville
SIR,Richmond Valley,SI,Open Cut,40.519631,-74.229141,St George,Tottenville
SIR,Tottenville,SI,At Grade,40.512764,-74.251961,St George,
SIR,Arthur Kill,SI,At Grade,40.516578,-74.242096,St George,Tottenville
